case_name,seed,iteration,phase,selected_action,selected_weight_index,w1,w2,w3,w_throughput,w_interference,w_energy,cvar_alpha,hv_before,hv_after,delta_hv,normalized_hv_before,normalized_hv_after,delta_normalized_hv,archive_size_before,archive_size_after,archive_size,delta_archive_size,coverage_before,coverage_after,delta_coverage,feasibility_rate,valid_sample_efficiency,duplicate_rate,num_unique_samples,num_non_dominated_candidates,num_archive_additions,penalty,shots,n_most_prob,substitution_factor,candidate_selection_mode,warm_start_mode,parameter_transfer_mode,reward,selection_score,exploration_bonus,exploitation_score,coverage_novelty_score,stagnation_counter,reason_for_action,method
main_dense_small_cell,2,2,fixed,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.8251054685184466,0.8326134694596846,0.007508000941238047,0.8251054685184466,0.8326134694596846,0.007508000941238047,10,8,8,-2,0.5,0.6,0.09999999999999998,1.0,0.1,0.0,10,1,0,20.0,96,10,2,diverse,none,nearest_weight,-0.02258882265275716,1.0,0.0,0.0,0.5,0,low_valid_sample_efficiency,Fixed Pareto-QAOA
main_dense_small_cell,2,1,warmup,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.5556516569606784,0.5556516569606784,0.0,0.5556516569606784,0.5556516569606784,0,4,4,4,0.0,0.2,0.2,1.0,0.4,0.0,10,4,4,20.0,96,10,2,diverse,none,nearest_weight,0.8457867362146052,,0.0,0.0,1.0,0,warmup_sweep,Adaptive weights only
main_dense_small_cell,2,2,warmup,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.5556516569606784,0.805382069220432,0.24973041225975356,0.5556516569606784,0.805382069220432,0.24973041225975356,4,11,11,7,0.2,0.4,0.2,1.0,1.0,0.0,10,10,7,20.0,96,10,2,diverse,none,nearest_weight,0.6897360655737705,,0.0,0.0,0.8,0,warmup_sweep,Adaptive weights only
main_dense_small_cell,2,1,adaptive,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.22000000000000003,0.0,0.5556516569606784,0.5556516569606784,0.0,0.5556516569606784,0.5556516569606784,0,4,4,4,0.0,0.2,0.2,1.0,0.4,0.0,10,4,4,20.0,96,10,2,diverse,none,nearest_weight,0.8457867362146052,0.0,0.0,0.0,1.0,0,best_ucb_score,Adaptive CVaR only
main_dense_small_cell,2,2,adaptive,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.24200000000000005,0.5556516569606784,0.6962181190271921,0.1405664620665137,0.5556516569606784,0.6962181190271921,0.1405664620665137,4,10,10,6,0.2,0.5,0.3,1.0,1.0,0.0,10,10,6,20.0,96,10,2,diverse,none,nearest_weight,0.5505259314456037,1.0,0.0,0.0,0.8,0,best_ucb_score,Adaptive CVaR only
main_dense_small_cell,2,1,adaptive,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.5556516569606784,0.5556516569606784,0.0,0.5556516569606784,0.5556516569606784,0,4,4,4,0.0,0.2,0.2,1.0,0.4,0.0,10,4,4,20.0,96,10,2,diverse,none,nearest_weight,0.8457867362146052,0.0,0.0,0.0,1.0,0,best_ucb_score,Adaptive candidate diversity only
main_dense_small_cell,2,2,adaptive,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.5556516569606784,0.6962181190271921,0.1405664620665137,0.5556516569606784,0.6962181190271921,0.1405664620665137,4,10,10,6,0.2,0.5,0.3,1.0,1.0,0.0,10,10,6,20.0,96,10,2,diverse,none,nearest_weight,0.5505259314456037,1.0,0.0,0.0,0.8,0,best_ucb_score,Adaptive candidate diversity only
main_dense_small_cell,2,1,adaptive,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.5556516569606784,0.5556516569606784,0.0,0.5556516569606784,0.5556516569606784,0,4,4,4,0.0,0.2,0.2,1.0,0.4,0.0,10,4,4,20.0,96,10,2,diverse,none,nearest_weight,0.8457867362146052,0.0,0.0,0.0,1.0,0,best_ucb_score,Adaptive resources only
main_dense_small_cell,2,2,adaptive,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.5556516569606784,0.6962181190271921,0.1405664620665137,0.5556516569606784,0.6962181190271921,0.1405664620665137,4,10,10,6,0.2,0.5,0.3,1.0,1.0,0.0,10,10,6,20.0,96,10,2,diverse,none,nearest_weight,0.5505259314456037,1.0,0.0,0.0,0.8,0,best_ucb_score,Adaptive resources only
main_dense_small_cell,2,1,warmup,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.22000000000000003,0.0,0.5556516569606784,0.5556516569606784,0.0,0.5556516569606784,0.5556516569606784,0,4,4,4,0.0,0.2,0.2,1.0,0.4,0.0,10,4,4,20.0,96,10,2,diverse,none,nearest_weight,0.8457867362146052,,0.0,0.0,1.0,0,warmup_sweep,Adaptive weights + CVaR
main_dense_small_cell,2,2,warmup,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.24200000000000005,0.5556516569606784,0.805382069220432,0.24973041225975356,0.5556516569606784,0.805382069220432,0.24973041225975356,4,11,11,7,0.2,0.4,0.2,1.0,1.0,0.0,10,10,7,20.0,96,10,2,diverse,none,nearest_weight,0.6897360655737705,,0.0,0.0,0.8,0,warmup_sweep,Adaptive weights + CVaR
